X,Y
455,28.9561
456,28.7849
457,28.6718
458,28.7689
459,28.8192
460,28.9172
461,28.7738
462,28.6317
463,28.5159
464,28.4381
465,28.4262
466,28.5621
467,28.5763
468,28.5405
469,28.5300
470,28.4136
471,28.3527
472,28.3443
473,28.3930
474,28.3499
475,28.4396
476,28.4318
477,28.4164
478,28.3321
479,28.2963
480,28.2889
481,28.2857
482,28.2949
483,28.3730
484,28.3841
485,28.3705
486,28.3182
487,28.3492
488,28.4266
489,28.4962
490,28.4968
491,28.5988
492,28.7078
493,28.7104
494,28.6468
495,28.6949
496,28.6675
497,28.6128
498,28.6216
499,28.6245
500,28.6056
501,28.6180
502,28.6625
503,28.6819
504,28.6417
505,28.7104
506,28.7144
507,28.6213
508,28.6017
509,28.6264
510,28.6436
511,28.6228
512,28.6755
513,28.6444
514,28.6625
515,28.5731
516,28.6064
517,28.5812
518,28.5447
519,28.5196
520,28.5122
521,28.4878
522,28.4891
523,28.5106
524,28.4520
525,28.3796
526,28.4717
527,28.4921
528,28.5265
529,28.5099
530,28.4156
531,28.4506
532,28.4159
533,28.3058
534,28.2983
535,28.2291
536,28.1802
537,28.0731
538,27.9957
539,27.9453
540,27.9881
541,27.8998
542,27.9924
543,27.9632
544,27.9814
545,28.0228
546,27.7696
547,27.7013
548,27.8338
549,27.9252
550,27.9800
551,28.0169
552,27.8830
553,27.5929
554,27.4882
555,27.4168
556,27.3170
557,27.4102
558,27.4066
559,27.3070
560,27.1885
561,27.1680
562,27.0281
563,27.1226
564,27.2184
565,27.3432
566,27.1900
567,27.0122
568,26.8237
569,26.7590
570,26.7682
571,26.7951
572,26.7711
573,26.8497
574,26.8210
575,26.8090
576,26.7761
577,26.8034
578,26.7289
579,26.8009
580,26.8829
581,26.9719
582,26.9990
583,26.9649
584,26.9792
585,26.9437
586,27.0001
587,27.0284
588,27.0327
589,26.8476
590,26.8726
591,26.8328
592,26.7461
593,26.7252
594,26.7859
595,26.9331
596,26.9171
597,27.0403
598,27.0662
599,27.0478
600,26.9994
601,27.0551
602,27.0932
603,27.0931
604,27.0692
605,27.0881
606,27.1203
607,27.1655
608,27.1409
609,27.0570
610,27.0838
611,27.0244
612,27.0718
613,27.0661
614,27.0882
615,27.1117
616,27.1789
617,27.1317
618,27.0148
619,27.0273
620,27.0803
621,27.0834
622,27.1015
623,27.1532
624,27.1806
625,27.1839
626,27.2571
627,27.2575
628,27.1439
629,27.0847
630,27.0505
631,27.0406
632,27.0296
633,26.8818
634,26.9602
635,26.9432
636,26.9550
637,27.0695
638,26.9933
639,26.8200
640,26.6748
641,26.7490
642,26.8671
643,26.8914
644,26.9567
645,26.9608
646,26.8653
647,26.7287
648,26.4923
649,26.4359
650,26.4300
651,26.5795
652,26.5678
653,26.6673
654,26.4613
655,26.3807
656,26.2416
657,26.1888
658,26.2436
659,26.3065
660,26.3056
661,26.3274
662,26.2597
663,26.2100
664,26.0636
665,25.9975
666,26.1063
667,26.1320
668,26.2716
669,26.2916
670,26.2994
671,26.2981
672,26.2344
673,26.1585
674,26.1114
675,26.2045
676,26.2712
677,26.3816
678,26.3918
679,26.4089
680,26.4058
681,26.4790
682,26.5322
683,26.6558
684,26.7187
685,26.5644
686,26.3806
687,26.4281
688,26.2592
689,26.4189
690,26.4172
691,26.3867
692,26.3622
693,26.4021
694,26.4067
695,26.3394
696,26.3291
697,26.4099
698,26.6217
699,26.5723
700,26.5088
701,26.5144
702,26.3122
703,26.4621
704,26.4770
705,26.7385
706,26.6770
707,26.5966
708,26.4594
709,26.5085
710,26.6137
711,26.7454
712,26.7918
713,26.8198
714,26.8345
715,26.6124
716,26.5855
717,26.7074
718,26.7884
719,26.7735
720,26.7553
721,26.7607
722,26.7674
723,26.7351
724,26.6439
725,26.6963
726,26.7311
727,26.7979
728,26.7779
729,26.7724
730,26.7899
731,26.6834
732,26.5769
733,26.5213
734,26.5880
735,26.6761
736,26.5775
737,26.5908
738,26.5443
739,26.4758
740,26.2552
741,26.2718
742,26.1843
743,26.1997
744,26.0345
745,26.0558
746,26.0793
747,26.1342
748,26.2072
749,26.3240
750,26.2365
751,26.2796
752,26.0341
753,25.8640
754,25.6974
755,25.6788
756,25.7020
757,25.8049
758,25.8585
759,25.7481
760,25.6097
761,25.5797
762,25.5841
763,25.7040
764,25.7019
765,25.7720
766,25.7724
767,25.7739
768,25.7356
769,25.5351
770,25.5993
771,25.7097
772,25.8017
773,25.9637
774,25.9282
775,25.9790
776,26.0149
777,26.2179
778,26.2947
779,26.3559
780,26.4894
781,26.5205
782,26.5123
783,26.3293
784,26.2713
785,26.2486
786,26.2194
787,26.2676
788,26.2628
789,26.1886
790,26.2644
791,26.2111
792,26.1740
793,26.2077
794,26.3606
795,26.4808
796,26.4592
797,26.5115
798,26.4066
799,26.4749
800,26.5081
801,26.5227
802,26.5441
803,26.6228
804,26.6153
805,26.5738
806,26.5719
807,26.5868
808,26.5944
809,26.5257
810,26.5028
811,26.5514
812,26.5006
813,26.5622
814,26.5995
815,26.6094
816,26.6609
817,26.7091
818,26.6822
819,26.6497
820,26.6433
821,26.7102
822,26.8595
823,26.8205
824,26.8670
825,26.7579
826,26.4850
827,26.3351
828,26.1523
829,26.2969
830,26.2757
831,26.2564
832,26.1639
833,26.0230
834,25.7770
835,25.7261
836,25.9527
837,26.1874
838,26.4270
839,26.1041
840,25.8654
841,25.8528
842,25.5522
843,25.4655
844,25.7508
845,25.9196
846,25.9878
847,25.8992
848,25.8289
849,25.6438
850,25.5169
851,25.5766
852,25.6226
853,25.6131
854,25.5738
855,25.5169
856,25.4391
857,25.4174
858,25.3984
859,25.5387
860,25.6284
861,25.5191
862,25.4588
863,25.4803
864,25.5060
865,25.4796
866,25.4322
867,25.5135
868,25.5910
869,25.6217
870,25.6362
871,25.7246
872,25.7198
873,25.7086
874,25.7878
875,25.8504
876,25.9048
877,26.0048
878,26.0311
879,26.0565
880,26.1543
881,26.1424
882,26.2544
883,26.2345
884,26.3632
885,26.3883
886,26.3671
887,26.4595
888,26.4696
889,26.5925
890,26.7047
891,26.7026
892,26.7443
893,26.6981
894,26.6802
895,26.5561
896,26.5613
897,26.5037
898,26.5163
899,26.4667
900,26.3415
901,26.3513
902,26.3617
903,26.3285
904,26.3141
905,26.3010
906,26.3042
907,26.2810
908,26.2230
909,26.3495
910,26.3472
911,26.4264
912,26.4647
913,26.4817
914,26.4949
915,26.4371
916,26.4025
917,26.3634
918,26.3204
919,26.2011
920,26.1070
921,26.1270
922,26.0139
923,25.9616
924,25.9642
925,25.9499
926,25.9453
927,25.8825
928,25.8236
929,25.7583
930,25.6189
931,25.4844
932,25.4407
933,25.4089
934,25.4416
935,25.4951
936,25.5983
937,25.7341
938,25.6006
939,25.4809
940,25.3922
941,25.3102
942,25.2728
943,25.2968
944,25.3148
945,25.2593
946,25.1734
947,25.2176
948,25.2188
949,25.2654
950,25.2920
951,25.2979
952,25.2365
953,25.1629
954,25.2029
955,25.2627
956,25.3890
957,25.3631
958,25.3986
959,25.4362
960,25.4796
961,25.5249
962,25.4905
963,25.5395
964,25.8159
965,25.6422
966,25.5801
967,25.5860
968,25.3858
969,25.1244
970,25.1318
971,25.0031
972,24.9800
973,25.1769
974,25.2131
975,25.1778
976,25.1886
977,25.3812
978,25.3418
979,25.3588
980,25.3915
981,25.2998
982,25.3342
983,25.2224
984,25.0518
985,25.2067
986,25.3558
987,25.0824
988,25.2782
989,25.1524
990,25.1018
991,25.2453
992,25.2221
993,25.1191
994,25.1594
995,25.0508
996,24.9119
997,24.8035
998,24.7178
999,24.6663
1000,24.5855
1001,24.5760
1002,24.5472
1003,24.4767
1004,24.4566
1005,24.4581
1006,24.4740
1007,24.4575
1008,24.4601
1009,24.3231
1010,24.2037
1011,24.2179
1012,24.3259
1013,24.3387
1014,24.3849
1015,24.2414
1016,24.0729
1017,23.8979
1018,23.9610
1019,24.0029
1020,24.2416
1021,24.2774
1022,24.2939
1023,24.1283
1024,24.0519
1025,24.0834
1026,24.1696
1027,24.2650
1028,24.2231
1029,24.0433
1030,23.8586
1031,23.6277
1032,23.6609
1033,23.6594
1034,23.7054
1035,23.6525
1036,23.6585
1037,23.5756
1038,23.4877
1039,23.4711
1040,23.5130
1041,23.4805
1042,23.3903
1043,23.2681
1044,23.2070
1045,23.2382
1046,23.1805
1047,23.1771
1048,23.2056
1049,23.2277
1050,23.2528
1051,23.2589
1052,23.3677
1053,23.3649
1054,23.4035
1055,23.3593
1056,23.3127
1057,23.3028
1058,23.2637
1059,23.3012
1060,23.2985
1061,23.3868
1062,23.3657
1063,23.2695
1064,23.3591
1065,23.2554
1066,23.3388
1067,23.2059
1068,23.4901
1069,23.4627
1070,23.4508
1071,23.5165
1072,23.4316
1073,23.5291
1074,23.5840
1075,23.5874
1076,23.6018
1077,23.6413
1078,23.6045
1079,23.6934
1080,23.6069
1081,23.7103
1082,23.7462
1083,23.7244
1084,23.7498
1085,23.6845
1086,23.6540
1087,23.7697
1088,23.7798
1089,23.8135
1090,23.8573
1091,23.9140
1092,23.9245
1093,23.9095
1094,23.9710
1095,23.9638
1096,23.9749
1097,23.9458
1098,23.9354
1099,23.9745
1100,24.0403
1101,24.1300
1102,24.1112
1103,24.0046
1104,24.0455
1105,24.0861
1106,24.0396
1107,24.0007
1108,23.9957
1109,23.9197
1110,23.7796
1111,23.7617
1112,23.7874
1113,23.8038
1114,23.6919
1115,23.6836
1116,23.5616
1117,23.5384
1118,23.4621
1119,23.4779
1120,23.5085
1121,23.5943
1122,23.5888
1123,23.4578
1124,23.3618
1125,23.1948
1126,22.9837
1127,22.8787
1128,22.8420
1129,22.7937
1130,22.6400
1131,22.5830
1132,22.5453
1133,22.5163
1134,22.5003
1135,22.4803
1136,22.4866
1137,22.4095
1138,22.2681
1139,22.2396
1140,22.1366
1141,22.1404
1142,22.0595
1143,22.0711
1144,22.0808
1145,22.0434
1146,22.0572
1147,22.0859
1148,22.0785
1149,21.9747
1150,21.9496
1151,21.9181
1152,21.8883
1153,21.8396
1154,21.8362
1155,21.9116
1156,21.9950
1157,22.0544
1158,22.0658
1159,22.1063
1160,22.0834
1161,22.0755
1162,22.0634
1163,22.0349
1164,22.1041
1165,22.0930
1166,22.1136
1167,22.2175
1168,22.1994
1169,22.3067
1170,22.3914
1171,22.2783
1172,22.4182
1173,22.4643
1174,22.3809
1175,22.4656
1176,22.4160
1177,22.3616
1178,22.4726
1179,22.4092
1180,22.3484
1181,22.5026
1182,22.5731
1183,22.4327
1184,22.5822
1185,22.6372
1186,22.6352
1187,22.5919
1188,22.6124
1189,22.6340
1190,22.6817
1191,22.6431
1192,22.6268
1193,22.6889
1194,22.6069
1195,22.6475
1196,22.7658
1197,22.8434
1198,22.9178
1199,22.8928
1200,22.8401
1201,22.8888
1202,22.8919
1203,22.8852
1204,22.9273
1205,22.9300
1206,22.8237
1207,22.7890
1208,22.7031
1209,22.6414
1210,22.5474
1211,22.5267
1212,22.5072
1213,22.5750
1214,22.5486
1215,22.5514
1216,22.5415
1217,22.5538
1218,22.5146
1219,22.5892
1220,22.4293
1221,22.3096
1222,22.1603
1223,22.0025
1224,21.8478
1225,21.8060
1226,21.8744
1227,21.8491
1228,21.6914
1229,21.5873
1230,21.4597
1231,21.4288
1232,21.4972
1233,21.4845
1234,21.5163
1235,21.4865
1236,21.4836
1237,21.4350
1238,21.3993
1239,21.3612
1240,21.4297
