X,Y
991,27.21404
992,27.18561
993,27.23029
994,27.23400
995,27.28781
996,27.27091
997,27.27573
998,27.22950
999,27.17740
1000,27.16851
1001,27.16227
1002,27.22698
1003,27.25102
1004,27.25972
1005,27.24890
1006,27.21380
1007,27.21183
1008,27.16229
1009,27.21049
1010,27.23806
1011,27.22995
1012,27.10608
1013,27.08086
1014,27.08542
1015,27.15301
1016,27.21585
1017,27.24856
1018,27.20778
1019,26.98564
1020,26.79600
1021,26.86850
1022,27.00769
1023,27.21665
1024,27.27479
1025,27.21685
1026,26.77229
1027,26.41719
1028,26.19944
1029,26.45205
1030,26.87747
1031,27.20357
1032,27.26613
1033,27.04220
1034,26.57600
1035,26.44106
1036,26.47135
1037,26.65458
1038,26.93311
1039,27.03838
1040,27.02607
1041,26.87509
1042,26.64567
1043,26.58659
1044,26.56368
1045,26.63007
1046,26.71970
1047,26.73865
1048,26.70060
1049,26.57065
1050,26.56880
1051,26.51727
1052,26.62452
1053,26.62216
1054,26.62891
1055,26.64616
1056,26.62296
1057,26.62692
1058,26.41940
1059,26.42402
1060,26.32028
1061,26.37926
1062,26.41208
1063,26.50431
1064,26.57777
1065,26.42941
1066,26.61163
1067,26.52135
1068,26.47773
1069,26.43628
1070,26.47672
1071,26.50376
1072,26.54956
1073,26.49750
1074,26.48835
1075,26.44810
1076,26.45996
1077,26.53555
1078,26.55487
1079,26.53760
1080,26.49900
1081,26.49138
1082,26.47358
1083,26.49333
1084,26.54214
1085,26.59093
1086,26.60291
1087,26.54255
1088,26.54258
1089,26.56748
1090,26.59023
1091,26.64899
1092,26.74284
1093,26.82244
1094,26.81207
1095,26.76655
1096,26.72366
1097,26.72375
1098,26.71897
1099,26.77501
1100,26.83541
1101,26.88622
1102,26.86136
1103,26.91123
1104,26.87037
1105,26.92872
1106,26.87940
1107,26.87170
1108,26.80440
1109,26.69066
1110,26.64197
1111,26.63697
1112,26.65486
1113,26.73391
1114,26.69330
1115,26.58836
1116,26.56481
1117,26.52863
1118,26.52158
1119,26.51297
1120,26.45190
1121,26.40712
1122,26.31524
1123,26.28327
1124,26.21825
1125,26.41873
1126,26.57315
1127,26.61940
1128,26.61506
1129,26.41156
1130,26.12556
1131,26.06648
1132,26.00248
1133,26.06817
1134,26.28105
1135,26.42475
1136,26.44835
1137,26.16945
1138,25.95855
1139,25.94013
1140,25.95902
1141,26.01745
1142,26.06664
1143,26.15791
1144,26.09355
1145,25.97993
1146,25.92780
1147,26.01641
1148,26.10295
1149,26.10264
1150,26.04458
1151,26.05743
1152,26.06894
1153,26.05349
1154,26.06176
1155,26.07952
1156,26.08914
1157,26.05021
1158,26.11187
1159,26.12450
1160,26.11909
1161,26.11895
1162,26.06988
1163,26.07732
1164,26.02113
1165,25.96108
1166,25.87535
1167,25.78773
1168,25.76188
1169,25.71884
1170,25.58560
1171,25.69070
1172,25.67961
1173,25.61657
1174,25.56740
1175,25.56967
1176,25.50606
1177,25.58360
1178,25.54991
1179,25.50541
1180,25.54401
1181,25.48212
1182,25.43885
1183,25.41446
1184,25.43390
1185,25.43779
1186,25.47244
1187,25.50374
1188,25.50824
1189,25.57116
1190,25.60819
1191,25.68368
1192,25.71781
1193,25.75744
1194,25.77770
1195,25.78189
1196,25.81839
1197,25.83761
1198,25.89390
1199,25.88168
1200,25.91660
1201,25.95705
1202,25.92748
1203,25.96968
1204,25.96964
1205,25.98524
1206,25.96903
1207,25.98310
1208,25.99607
1209,26.00065
1210,25.97417
1211,25.97804
1212,25.93460
1213,25.95611
1214,25.91717
1215,25.89980
1216,25.89211
1217,25.86968
1218,25.81164
1219,25.74341
1220,25.73794
1221,25.67905
1222,25.64982
1223,25.62826
1224,25.57972
1225,25.55078
1226,25.56142
1227,25.56083
1228,25.52666
1229,25.52418
1230,25.48934
1231,25.43338
1232,25.44210
1233,25.31176
1234,25.29702
1235,25.29238
1236,25.30753
1237,25.34294
1238,25.33938
1239,25.33135
1240,25.35172
